角色 juese
袁慧敏 vocal
杉田智和、佐藤利奈 vocal
宇梶刚士、涩谷茂 vocal
飞田展男、难波圭一 vocal
内海贤二、若本规夫 vocal
王绮婷 vocal
、苏尼尔·马尔霍特拉 vocal
、Will Yun Lee vocal
Jin Hyong vocal
 Terrence C. Carson vocal
 Joseph Gatt vocal
Brandon Molale vocal
顾然 vocal
白井云 vocal
张欣 vocal
克里斯·帕尔森 vocal
郑欣宜 vocal
Emily Blunt vocal
林一夫 vocal
本间由香里 vocal
风华 vocal
大城元气 vocal
若本义幸 vocal
岛津冴子 vocal
近藤光世 vocal
郑丽丽 vocal
天海佑希 vocal
Jeny vocal
TV动画：屈正《海妖宝藏》：黄渤 vocal
大津田裕美 vocal
柚原みう vocal
喜多丘千阳 vocal
珍妮弗·黑尔 vocal
Phil LaMarr vocal
Elspeth Eastman vocal
Litspirin vocal
篠田南 vocal
すみさなえ vocal
  甲斐田裕子 vocal
LINUJ vocal
Andrew Morgado vocal
Hayden Daviau / Momoki /Chelsea Druce vocal
亚历克斯·布兰登 vocal
克里斯西·里奥斯 vocal
十七侠 vocal
JohannaA vocal
Danny Dyer vocal
科曼、无声优 vocal
邵芷耘 vocal
Charlyne Yi vocal
とりきんぐ vocal
牟珈论 vocal
义母 vocal
佐藤元 vocal
、中村绘里子 vocal
国服游戏新版：沈磊 vocal
小田久史 vocal
唐亚男 vocal
齐藤次郎 vocal
ふとがね金太 vocal
山崎るい vocal
绪方りお青木志贵 vocal
邹亮 vocal
松来未祐→小清水亚美 vocal
远野梵/冈岛妙 vocal
御苑生メイ vocal
Melissa Hutchison vocal
弱音Haku vocal
Isabelle Blais vocal
鹤野恭子 vocal
加藤美佐 vocal
石井心爱、中尾隆圣 vocal
谷歌娘 vocal
Cathy Weseluck vocal
森岛优花 vocal
Stephen Russell vocal
Billy Kametz vocal
绫濑あかり vocal
和服 vocal
近藤唯 vocal
金魚わかな vocal
郑家蕙 vocal
张幽舞 vocal
三矢雄二 vocal
木下浩之 vocal
元吉有希子 vocal
石原久美子 vocal
里卓哉 vocal
Victor Bevine vocal
David Allen、Brian Kesinger vocal
Noah Watts vocal
Keythe Farley vocal
花轮英司 vocal
Bryan Dechart vocal
白崎透子 vocal
黄荣璋→麦皓丰 vocal
古田一纪 vocal
川澄绫 vocal
保住有哉日笠阳子 vocal
男性形态：近藤隆女性形态：洲崎绫、叶山郁美、久野美咲 vocal
岩冈和可奈 vocal
Katy Townsend vocal
亚历克·纽曼 vocal
水树奈奈、能登麻美子、小清水亚美、悠木碧、堀江由衣、阿澄佳奈、户松遥、丰口惠美、钉宫理惠、佐藤利奈、井上麻里奈、竹达彩奈、花泽香菜 vocal
劳拉·贝利 vocal
松田修平 vocal
岩渊友纪 vocal
佐藤香织 vocal
亚当·德赖弗 vocal
谷育子→高桥里枝 vocal
刘如苹 / 詹雅菁 vocal
栾天光 vocal
、乔诗语 vocal
邓小鸥 vocal
吉尔·泰利 vocal
国服游戏旧版：黄莺国服游戏新版：冯骏骅 vocal
芝崎典子 vocal
永田亮子 vocal
阿什丽·提斯代尔 vocal
弓雅枝 vocal
王雪沁 vocal
国服游戏：李晔 vocal
林和良 vocal
月影Yancie vocal
松浦义之 vocal
苏丹·乌丁 vocal
、David Lodge vocal
Kevin Michael Richardson、Jarod Pranno vocal
Gulmira Mamedova vocal
冈田みほ vocal
樱居光 vocal
田中真弓 vocal
金元寿 vocal
优树すみれ vocal
陈凯婷→郑丽丽 vocal
郑佩嘉 vocal
孙欣瑜 vocal
田村昇三 vocal
默伶 vocal
郭亚维 vocal
有本钦隆 vocal
刘惠云 vocal
小松由佳 vocal
大原沙耶香  vocal
西田望见 vocal
 水树奈奈  vocal
陈奕雯  vocal
丰原里美→金田晶 vocal
苍井翔太 vocal
神薙健一朗 vocal
无连台词都没有 vocal
早见沙 vocal
大平透 vocal
Young Maylay vocal
马修·马什 vocal
宇野千寻 vocal
堀绚子 vocal
于正 vocal
星野充昭 vocal
风雅直人 vocal
松田佑贵 vocal
清水理沙 vocal
石松千惠美 vocal
津村真琴 vocal
壽美菜子 vocal
岩崎春奈 vocal
郭霖 vocal
Demetri Martin vocal
Tom Taylor、Jim Miller、Steven Blum vocal
张锦江 vocal
Julie Nathanson vocal
阴山真寿美 vocal
、樱井慎二郎 vocal
、小板桥笃记 vocal
、速水奖 vocal
、石井一贵 vocal
永野まどか vocal
郑郁欣 vocal
刘校妤／能登麻美子 vocal
Sophie Cortina vocal
Maurice LaMarche vocal
森岛秀太 vocal
加藤和树 vocal
广深香菜 vocal
王瑞芹 vocal
御子神猫 vocal
恒松步 vocal
叶村夏绪 vocal
星冈奏衣 vocal
 赞茜·黄 vocal
古川由利奈 vocal
Cady McGonigal vocal
Eff PilsonAndrew Bowen vocal
神边ちせ vocal
天野由梨 vocal
村瀨步 vocal
咩咩 vocal
ZETA vocal
杏子御津门胁舞以 vocal
茂吕田かおる vocal
藤乃理香 vocal
Liam Obrien vocal
大泊贵挥 vocal
桥本舞 vocal
花泽樱 vocal
泽田夏福圆美里 vocal
夏野菜绪 vocal
小野凉子 vocal
我! vocal
三上市朗 vocal
宫岛依里 vocal
谷育子 vocal
宫本淳 vocal
Marisha Ray vocal
小泽仁志 vocal
陈宏玮→陈幼文→何志威 vocal
陈曙光→朱子聪 vocal
张云明 vocal
闲踏梧桐 vocal
吉田真弓 vocal
James Mathislll vocal
近藤孝行/丰崎爱生 vocal
Matt Shipman vocal
serant顾梧言 vocal
藤本隆弘 vocal
中川亚纪子 vocal
SONIKA vocal
Prima vocal
miki vocal
MIRIAM vocal
Lily vocal
红叶、南歌 vocal
知树 vocal
Alain Aouad vocal
Jess.Ciffce vocal
陆惠玲→廖杏茵 vocal
根本圭子 vocal
日版：齐藤佑圭 vocal
阿座上洋平 vocal
山口理惠 vocal
→折笠爱 vocal
→松原雅子 vocal
村川梨衣小森未彩 vocal
冯骏骅杨鸥 vocal
王慧珠 vocal
刘惠云→陈琴云 vocal
陶敏娴、杨凯凯 vocal
渡边佳美 vocal
……某只无辜的狗 vocal
五十岚丽 vocal
常进 vocal
能给主人讲书 vocal
川田妙子 vocal
岩永哲哉 vocal
浅沼晋太郎、小林优 vocal
板仓光隆 vocal
荒井瑠里 vocal
小野贤章/诹访彩花 vocal
Rhassan Orange vocal
志村由美 vocal
吉泽亮 vocal
中谷一博 vocal
七泽心 vocal
山田千晴 vocal
詹佳 vocal
邦妮·凯瑟琳·赖特 vocal
花江夏树樱井优辉 vocal
Felicia Day vocal
矢泽泉 vocal
上田典子 vocal
远藤祐里香→中岛由贵 vocal
樱爱音 vocal
中村大树 vocal
长田和彦 vocal
桥本哲 vocal
林筱玲、林美秀 vocal
孙畅 vocal
アドレナ vocal
矢野亚沙美 vocal
藤原友佳 vocal
樋口あかり vocal
曹云图 vocal
榛名莲 vocal
 木内秀信 vocal
敌.LEN;TEKILEN vocal
、日冈夏美 vocal
川澄綾子 vocal
反差萌 vocal
夏治世 vocal
李进→冯盛 vocal
马修·默瑟 vocal
Catherine Taber vocal
Patton Oswalt vocal
平山纱弥 vocal
Felix Solis vocal
藤田淑子→堀绚子 vocal
蔡奕奇 vocal
刘海霞 vocal
刘娜 vocal
橘子 vocal
William Hanna vocal
楠原结衣 vocal
胡先煦 vocal
广田稔 vocal
滨添伸也 vocal
中村知子 vocal
樊俊航 vocal
圆乃心向 vocal
Matthew Masaru Barron vocal
国服游戏：程玉珠 vocal
Troy Baker浪川大辅 vocal
不明。 vocal
狩野茉莉 vocal
牟佳伦 vocal
苍井优 vocal
矢部雅史 vocal
松本吉朗 vocal
宇垣秀成 vocal
伊藤努 vocal
户谷公次 vocal
小林裕介金元寿子 vocal
槿原大 vocal
千叶一伸、田中理惠 vocal
宫内告典 vocal
小池かの子 vocal
夏和小藤田茜 vocal
茶山莉子 vocal
永杜纱枝 vocal
竹内顺子→潘惠美 vocal
大久保贵 vocal
排骨教主、山新 vocal
、今井麻美 vocal
みゅう vocal
金川 vocal
钉宫理惠、 vocal
福圆美 vocal
Andy Toth vocal
古明华→萧徽勇 vocal
包小柒 vocal
陈张太康 vocal
菅沼久义季骜杰 vocal
他城P vocal
宇宙 vocal
温谦鸢 vocal
松元环季须藤沙织 vocal
能登有沙 vocal
蒋笃慧→曾允凡 vocal
沈达威杨鸥 vocal
黑石稔则灵 vocal
安斋由香里 vocal
花泽香菜  vocal
东地宏树 vocal
美名 vocal
古加二叶 vocal
梶川翔平 vocal
下和田裕贵 vocal
北村匠海 vocal
莲香 vocal
杉浦栞 vocal
幕田有里 vocal
宝石人 vocal
Sarah Stiles vocal
蒋笃慧→高芸铄 vocal
百百麻子 vocal
大冢明夫关智一 vocal
佐山森 vocal
西田こむぎ vocal
石田卓也 vocal
双马尾、傲娇、巨乳、痴女、跟踪狂粉发紫瞳153cm45kg14岁9月7日处女座AB型木户衣吹私立王林道中学 vocal
双马尾、傲娇、巨乳、痴女、跟踪狂粉发紫瞳153cm45kg14岁9月7日处女座AB型木户衣吹人类 vocal
裁缝、蜘蛛侠鬼才 vocal
 つむぎ vocal
高木涉胜杏里 vocal
真中海 vocal
松井玲奈 vocal
藤原理加 vocal
根岸朗 vocal
森功至 vocal
山口健 vocal
山根绮 vocal
田丸笃志/久保由利香 vocal
、岩村琴美 vocal
、永见春香 vocal
松永雪希、内野ぽち vocal
中山依里子 vocal
昭和版：山田荣子J：小林优子/结城比吕平成版：雪野五月/鸟海浩辅2a18版：福原绫香 vocal
神威乐步 vocal
斋藤次郎 vocal
佐藤祐吾 vocal
中山瑶子 vocal
久保由利香 vocal
荒井静香 vocal
四刀辉彰 vocal
中性声线为神谷浩史，男性声线为木村良平，女性声线为日笠阳子 vocal
、Susan Hart vocal
、Caitlin Glass vocal
、三石琴乃 vocal
、佐佐木瑶子 vocal
、长泽美树 vocal
河本明子 vocal
铃木真仁 vocal
日野聪川井田夏海 vocal
Gavin Langelo vocal
村濑迪与 vocal
秋山薰 vocal
英文：Enid Raye Adams    ，日文：能登麻美子 vocal
Keenan Shimizu vocal
Les J.N. Mau vocal
Lianna Pai vocal
KAITO vocal
Hana Moon vocal
鹿野润 vocal
卢吉雄 vocal
何建中 vocal
Luc Durand vocal
Don Adams vocal
七原ことみ vocal
黄启昌、李镇然 vocal
陈振声 vocal
北见六花 vocal
、言和 vocal
钮凯旸 vocal
南真由 vocal
卢力峰 vocal
徐静 vocal
Erin Mathews vocal
榎本充希子 vocal
卯衣 vocal
CM：三上枝织 vocal
CM：Lynn vocal
、广桥凉 vocal
、藤井隼 vocal
、Keith Silverstein vocal
Antoine Tomé vocal
Bradley Gareth vocal
小忻 vocal
堀秀行 vocal
高田由美→寺田春日 vocal
刘垚、藤新 vocal
阿部朔 vocal
门葡兰子 vocal
斋藤知辉 vocal
、赵娜 vocal
樱川惠 vocal
梁晶晶 vocal
宫野真守广桥凉 vocal
巴奎依 vocal
下妻由幸 vocal
佐藤忍 vocal
山新、闫夜桥 vocal
岩居由希子 vocal
宮下早紀 vocal
Cree Summer vocal
天乙准花 vocal
最上嗣生 vocal
柿原彻也 雨宫天 vocal
《铁拳 7》 vocal
不明《饿狼传说》生濑胜久《饿狼传说SPECIAL》KONG桑田《饿狼传说 3》-《饿狼传说 WILD AMBITION》、《铁拳 7》 vocal
宫泽由亚奈 vocal
三五美奈子 vocal
周南飞 vocal
Giles Panton vocal
飞志津ゆかり vocal
远藤纱哉 vocal
郑凯誉 vocal
佐伯美由纪 vocal
、三瓶由布子 vocal
谷井明日香 vocal
克里斯托弗·周 vocal
Danny Tamberelli vocal
うさみともこ vocal
CD：中原麻衣CV：原田瞳 vocal
神崎千路 vocal
七濑亚深 vocal
保志总一朗于正升 vocal
子安武人／山下大辉 vocal
西村太佑 vocal
李家耀 vocal
赵肖宇 vocal
陈光 vocal
片平爱理 vocal
山谷祥生 vocal
兽耳、虎牙、天然呆、妄想、京都腔、洛丽塔装黑发紫瞳155cm42kg16岁9月22日处女座O型内田真礼私立圣约翰娜女子学院 vocal
兽耳、虎牙、天然呆、妄想、京都腔、洛丽塔装棕发绿瞳155cm42kg16岁9月22日处女座O型内田真礼兽人 vocal
狐狸、真扎、咕噜灵波水壶 vocal
 真歩 vocal
灰狐、茶壶 vocal
Mar vocal
田所阳向 vocal
冰山清辉 vocal
Vincent Tong vocal
袁文君 vocal
姜广涛 vocal
岩田阳葵 vocal
石川绫乃 vocal
小坂井祐莉绘 vocal
冰室百合 vocal
广濑铃 vocal
堀江由衣雷碧文 vocal
布丁 vocal
高其昌 vocal
苍井翔太幼年:濑户麻沙美 vocal
黄莺田中敦子 vocal
逢田梨香子 vocal
Dorian Harewood、Craig J. Harris、William Christopher Stephens vocal
Miles Luna vocal
，詹姆斯·弗里曼·哈吉斯 vocal
赫尔曼·桑切斯 vocal
二叶要、织江珠生 vocal
驹谷昌男 vocal
Michael Sinterniklaas vocal
、梅拉李 vocal
琳达李 vocal
; Megalyn Echikunwoke vocal
Danielle Nicolet vocal
高山春夫 vocal
Conrad Pla vocal
杨娇 vocal
杨希 vocal
高森奈绪 vocal
Sandra Kawlowski vocal
喵酱油 vocal
祈Inory vocal
Lia vocal
刘校妤 vocal
游军 vocal
飞田展男  vocal
Trevor Devall vocal
卢素娟、吕慕慈 vocal
陈美贞、龙显蕙、姜瑰瑾 vocal
Joe Gaude vocal
Christopher McCullough vocal
鸡冠井美智子 vocal
朱光祖 vocal
彩乃羽由贵 vocal
结城爱良 vocal
井之上奈奈 vocal
菅泽公平 vocal
上田燿司 vocal
音来内丽 vocal
远近孝一松元惠 vocal
〆野润子 vocal
Michael Allan Patton vocal
叶伟麟 vocal
林谷珍→吴文民 vocal
久保带人 vocal
、内田雄马 vocal
阎萌萌、佟心竹 vocal
落雨 vocal
牧岛有希 vocal
Cristina Milizia vocal
日冈夏美 vocal
张琳刘红韵 vocal
、柳田淳一 vocal
SLAYERBOOM vocal
天田益男 vocal
陈宏玮→林协忠 vocal
梁志达 vocal
塙真奈美 vocal
Steve Blum vocal
李香生 vocal
雨宫侑布 vocal
大谷映美里 vocal
吉住梢 vocal
吉田恭子 vocal
江口拓也藤原夏海 vocal
《东京巴比伦》：山口胜平《X战记》TV：杉田智和《X战记》剧场版：宫崎一成《翼年代记》：下野纮《东京巴比伦 2a21》：苍井翔太 vocal
结衣菜 vocal
和泉风花 vocal
塾一久 vocal
伊藤惣一 vocal
渡边美佐 vocal
紫苑雅、MARIO vocal
王宇航 vocal
中井贵一《如龙7》堀内贤雄《如龙ONLINE》村田太志《如龙7》少年时代 vocal
三宅麻理惠 vocal
落合弘治 vocal
福原克己 vocal
宫川若菜 vocal
Grant George vocal
辛蒂·罗宾森 vocal
宫寺智子 vocal
小羽 vocal
饭崽 vocal
诺语蓝 vocal
??? vocal
西山宏太朗 vocal
大空直美you小野早稀 vocal
八美肉 vocal
才不是h萝莉 vocal
Kallen Goff vocal
京田尚子林原惠 vocal
徐佳琦 vocal
小林星兰 vocal
会泽纱弥 vocal
咲乃蓝里 vocal
大冢纱英 vocal
降温 vocal
水野朔 vocal
早见沙织、新月冰冰 vocal
；于正升 vocal
樱井敏治 vocal
伊东サラ vocal
松永雪希、野川樱 vocal
百濑ぽこ vocal
杨婧 vocal
小猫 vocal
近藤浩德 vocal
八木真白 vocal
藤新、TK菌 vocal
赤尾光 vocal
Jorjeana Marie vocal
小巫 vocal
郑希 vocal
松崎史子 vocal
樱川未央 vocal
刘沛 vocal
、黑河奈美 vocal
泽村弓子 vocal
千叶繁 vocal
山新、季冠霖 vocal
小暮英麻 vocal
陽月ひおり vocal
明科まなさ vocal
木村遥 vocal
海乃琉璃 vocal
爱美 vocal
星咲伊利亚 vocal
计名沙耶香 vocal
小野贤章田村睦心 vocal
柳原可奈子 vocal
梁爽 vocal
、杉山纪彰、高桥伸也、奥村翔 vocal
、新祐树 活击：永冢拓马  vocal
花丸：飞田展男 vocal
藤岛亘 vocal
中村千绘 vocal
王心语 vocal
黑客 vocal
林鲁阳 vocal
小泽真珠 vocal
西谷亮 vocal
秋奈 vocal
堀井茶渡 vocal
Robert Davi vocal
みる vocal
、瞳音 vocal
井上芳雄 vocal
井泽诗 vocal
七大王 vocal
村田太志 vocal
佐藤节二 vocal
黑田崇矢 vocal
矢尾一树 vocal
日语：铃置洋孝 vocal
国语：李丹青 vocal
张茗 vocal
齐藤佑圭→美名 vocal
菅原祥子 vocal
Kate Higgins vocal
社本悠 vocal
严艺楠 vocal
王愫稣、山新 vocal
林佩妍 vocal
三瓶雄树 vocal
赵娜崔冰 vocal
武内骏辅高桥南 vocal
傻 vocal
椎名碧流 vocal
付以琳谢娜 vocal
福山润  vocal
弓与蛇 vocal
松本大 vocal
佐藤舞 vocal
游戏&OVA：成濑未亚TV：井泽诗织 vocal
曹启谦 vocal
小雪、镜子、雪哥、女装大佬伪娘、双马尾、自恋粉发棕瞳15acm4akg14岁1a月1a日天秤座AB型大空直美神原中学 vocal
小雪、镜子、雪哥、女装大佬伪娘、双马尾、自恋黄发紫瞳15acm4akg14岁1a月1a日天秤座AB型大空直美精灵 vocal
 雪 vocal
志村知幸东内麻里子 vocal
粕谷雄太 vocal
筑田行子 vocal
壹岐绍未 vocal
Jamie Choi vocal
伊藤麻菜美 vocal
梶裕贵小松未可子 vocal
加兹·多尔 vocal
西川宏美 vocal
陆建艺 vocal
中川大志 vocal
奥田瑛二 vocal
松冈七濑 vocal
深城かなみ vocal
富泽美智惠 vocal
吴文民 vocal
あさみほとり vocal
被机器处理过，不辨真声 vocal
林芳雪 vocal
蒋丽 vocal
卡罗莱娜·拉瓦萨 vocal
黑化 vocal
篠原侑 vocal
谷原章介 vocal
村田あゆみ vocal
邹振均 vocal
上田瞳 vocal
詹健儿→林芷筠→詹健儿 vocal
乔菲菲 vocal
武田华 vocal
阎萌萌 vocal
岸野幸正 vocal
小野友树幼年：早水理沙 vocal
樫井笙人 vocal
益山武明 vocal
饭岛肇 vocal
James Sie vocal
鱼建 vocal
Adam Baldwin vocal
橘田泉 vocal
高濑右光 vocal
中尾友纪 vocal
内田真礼、小形满 vocal
Alan Ituriel vocal
萝卜SAMA vocal
天然 vocal
前田近美 vocal
华哥不良少女、反差萌、实姐、尖耳朵、双马尾、外套半脱、天使棕发绿瞳154cm42kg17岁8月7日狮子座O型种崎敦美私立王林道高校 vocal
华哥不良少女、反差萌、实姐、尖耳朵、双马尾、外套半脱、天使金发紫瞳154cm42kg17岁8月7日狮子座O型种崎敦美精灵 vocal
 花子 vocal
远藤纯一 vocal
和田将弥 vocal
奥谷枫 vocal
TARAKO vocal
堀江由衣【黑白小姐】樱井孝宏【黑白先生】 vocal
贵家堂子 vocal
克洛伊·霍林斯 vocal
木内秀信入野自由 vocal
Raychell vocal
婷婷 vocal
片濑唯 vocal
野村唯 vocal
仓冈水巴 vocal
Sunni Westbrook vocal
苗浩生 vocal
桐村真 vocal
酒儿 vocal
SenatorJohnDean vocal
桃栗几年 vocal
片冈千珠 vocal
羽吹梨里 vocal
三瓶由布子 vocal
中川庆一 vocal
须藤祐实 vocal
冯骏骅→黄莺 vocal
艾玛·沃特森 vocal
菲尔·拉马尔 vocal
李璐 vocal
苅谷瑠衣 vocal
安藤亚里沙 vocal
佐久间玲 vocal
指出球亚 vocal
木野双叶 vocal
安原义人 vocal
刘婧荦 vocal
植田佳 vocal
白鸟由里 vocal
钱琛  vocal
斑马 vocal
中村樱 vocal
就是崔迪 vocal
井上穗乃花 vocal
; 瑞安罗森伯格 vocal
Paul St. Peter vocal
Rene Auberjonois vocal
三上丈 vocal
Dave Mallow vocal
Richard Epcar vocal
野中蓝→加藤里保菜 vocal
宣晓鸣 vocal
狐律子 vocal
瞳音赵小双 vocal
丹·波尔迈尔多田野曜平 vocal
佐藤亚美菜 vocal
藤原启治→津田健次郎 vocal
相濑龙史 vocal
刘露 vocal
岩崎博 vocal
Clancy Brown vocal
和多田美咲 vocal
田中秀幸栾立胜 vocal
冯锦堂 vocal
山本泰辅 vocal
伏见春香 vocal
尾崎由香 vocal
祖山桃子 vocal
藤真秀 vocal
阿德里安·霍夫 vocal
Anne Yatco vocal
Vila vocal
新月冰冰 vocal
Laura Bailey佐古真弓 vocal
佳穗成美、高濑友 vocal
明野渡边 vocal
野猫 vocal
小山裕香 vocal
南里侑香 vocal
国服游戏：沈磊 vocal
高坂笃志西口幸里沙 vocal
程玉珠 vocal
王羊 vocal
张美娟 vocal
李望松 vocal
袁铭喆 vocal
、申克 vocal
王睿祥 vocal
Stefan Marks vocal
钉宫理惠、关智一 vocal
佐佐木望小野贤章 vocal
→佐藤利奈 vocal
Hassan Johnson vocal
日配：东条加那子 vocal
李正翔 vocal
徐刚→吴磊 vocal
丹尼尔·雷德克里夫 & 杰米·帕克 vocal
NEEKO vocal
原田彩枫 vocal
张继聪  vocal
李勇 vocal
小王凯 vocal
根谷美智子/冈本麻弥 vocal
幽幽球儿 vocal
三波春夫 vocal
竹内若子 vocal
星守纱凪 vocal
PV：小野贤章 vocal
神原大地 vocal
三宅淳一 vocal
咲咲木瞳 vocal
佐佐露香 vocal
姚晨 vocal
轻薄的假相 vocal
古河彻人 vocal
藤原美央子 vocal
铃美巴 vocal
；许淑嫔 vocal
小林优子 vocal
上野みつき vocal
；吕佩玉 vocal
柏仓勉 vocal
宝木久美 vocal
柳濑夏美 vocal
牧泉美 vocal
亚城惠 vocal
神月葵 vocal
关俊彦 vocal
高山南 vocal
松本梨香 vocal
松冈洋子 vocal
户田惠子 vocal
Yuri Lowenthal vocal
Bradford Hastings vocal
柚木凉香美版:Carrie Keranen vocal
小林可奈 vocal
徐宥利 vocal
曹旭鹏 vocal
柳川鱼 vocal
北原沙弥香 vocal
、小莲杀 vocal
喵学姐 vocal
堀江由衣、咩 vocal
张裕东 vocal
马国尧 vocal
黄紫娴→成瑶孆 vocal
梅津秀行 vocal
龙拳、一拳超龙战斗狂、翅膀、实妹、尖耳朵、学妹、露脐装、网袜棕发绿瞳156cm??16岁6月25日巨蟹座B型小市真琴私立圣都学园高校 vocal
龙拳、一拳超龙战斗狂、翅膀、实妹、尖耳朵、学妹、露脐装、网袜金发、黑发绿瞳156cm??16岁6月25日巨蟹座B型小市真琴龙人族 vocal
 嘉夜 vocal
文艺复兴山田 vocal
黄紫娴 vocal
姚敏敏 vocal
王云飞 vocal
有坂羽由 vocal
野口百合 vocal
楠铃音 vocal
小满皋 vocal
谭笑颜凡津 vocal
苗壮 vocal
、池田千草 vocal
北野武中林俊史 vocal
八百屋杏 vocal
上村祐翔小清水亚美 vocal
中田和宏 vocal
篠原惠美 vocal
黑河奈美 vocal
本山美奈 vocal
姜广涛黎筱濛 vocal
伊东健人 vocal
李满超 vocal
佐仓薰 vocal
久保田梨沙 vocal
蓬かすみ vocal
中尾良平姜波 vocal
柴田芽衣 vocal
广坂爱 vocal
Gideon Emery vocal
符爽 vocal
外屋舞美 vocal
三上枝织山新 vocal
木头 vocal
僵尸猪灵：钥匙 老僵：鸡排 老村：奶粉 vocal
池田秀一 vocal
/后藤麻衣 vocal
安玖深音 vocal
李团刘红韵 vocal
塞尔达·威廉姆斯 vocal
杉山里穗 vocal
滨野大辉 vocal
帆世雄一 vocal
黑崎彩子 vocal
游戏：鸭之宫悠/江田茜动画：本多阳子 vocal
本田贵子 vocal
Haviland Stillwell vocal
黄莺 vocal
郝席曼 vocal
深雪早苗 vocal
荒浪和沙 vocal
青山吉能 vocal
饭田空 vocal
、千秋 vocal
阿山 vocal
彩濑ゆり vocal
陶钰佳 vocal
平川大辅 vocal
宫本佳那子 vocal
Courtenay Taylor vocal
李世荣 vocal
真中琴与 vocal
北大路雪 vocal
平野文 vocal
土井美加 vocal
富山敬 vocal
成宫宽贵增田俊树 vocal
松涛エルサ vocal
八代骏 vocal
铃木裕斗 vocal
津田英三 vocal
泷佳保子 vocal
、Sunil Malhotra vocal
Paolo Montalban vocal
？？？ vocal
就是作者的妻子 vocal
青空Ramune vocal
林筠翔 vocal
murike芜 vocal
：潘惠美 vocal
：鴨ノ宮ゆう幼年 vocal
织田优成幼年 vocal
玉川纱记子 vocal
汤水雨 vocal
铃木弘子→林原惠 vocal
张震 vocal
杨凝、张喆 vocal
岛本须美 vocal
、泽城美雪 vocal
鹿岛步 vocal
山口胜平高山南 vocal
、丁少丹 vocal
张彩虹 vocal
隋桂凤 vocal
市原悦子 vocal
陈颖琪 vocal
谷花音 vocal
佟心竹 vocal
上白石萌音 vocal
王衡 vocal
李立群 vocal
笠原留美 vocal
高桥良吉 vocal
川崎琴 vocal
、高口幸子 vocal
岛形麻衣奈 vocal
赤沢かえで vocal
杉本优 vocal
河西健吾 vocal
田每夏美 vocal
歪歪 vocal
萩原宫子、 vocal
兽耳、猫控、口癖、怪盗棕发绿瞳158cm48kg19岁3月1日双鱼座AB型沼仓爱美飞特族 vocal
兽耳、猫控、口癖、怪盗紫发紫瞳158cm48kg19岁3月1日双鱼座AB型沼仓爱美兽人 vocal
幻影猫、猫剑 vocal
 たまき vocal
、朱熹水猫 vocal
Kathleen Zuelch vocal
一之渡宏昭 vocal
Stan Demidoff vocal
冈咲美保 vocal
黑濑优子 vocal
金丸芽衣子 vocal
持田千妃来 vocal
岩永洋昭 vocal
PIKO vocal
四宫豪 vocal
安部亮马 vocal
秦且歌 vocal
Megpoid vocal
浅野真澄、今井麻美 vocal
Doc Marris vocal
Kevin Michael Richardson Frank Welker vocal
Ron Feinberg vocal
后藤弘树 vocal
吱毛 vocal
土田大／上村祐翔 vocal
 中村悠一 vocal
明坂聪美小玉ひかり vocal
长克巳 vocal
黎景全 vocal
于正昌 vocal
Slayerboom vocal
相泽惠子 vocal
hajime社长 vocal
董易叶知秋 vocal
金波 vocal
神谷英树 vocal
泊明日菜 vocal
梅原裕一郎/松田飒水 vocal
泷田树里 vocal
KENN篠田南 vocal
唐小喜 vocal
张玥 vocal
黄怡晴 vocal
黄笑嬿 vocal
小野健一阪口大助 vocal
长妻树里 vocal
、黑井音瑚 vocal
新泽真 vocal
佐藤拓也 vocal
成濑未亚 vocal
近藤佳奈子 vocal
福圓美里 vocal
田村由香里北都南 vocal
海原エレナ vocal
菊地祥子 vocal
冲佳苗 vocal
子安武人桑岛法子 vocal
哀川翔 vocal
户松遥也是Haruka vocal
Parry Shen vocal
关智一中村悠一 vocal
子安武人小野大辅 vocal
荻野可铃 vocal
、Vic Chao vocal
、Jin Hyong vocal
Robert Keting vocal
三上真司 vocal
深川芹亚 vocal
赤城进 vocal
岛吉则 vocal
 加藤英美里 vocal
小菅真美 vocal
、中山惠里奈 vocal
儿玉里美 vocal
郭金非 vocal
鸣海杏子 vocal
苍衣ハル vocal
凉屋スイ vocal
白龙馆博    vocal
冰上恭子 vocal
寺崎裕香 vocal
加藤有生子 vocal
远藤大智 vocal
中村悠一藤田麻美 vocal
桐本拓哉 vocal
	Dawn M. Bennett vocal
秦佐和子 vocal
、佐藤利奈 vocal
内村史子 vocal
飞野かなこ  vocal
田中美海  vocal
松野太纪 vocal
藤原启治→中野泰佑 vocal
远近孝一 vocal
立壁和也 vocal
肝付兼太 vocal
成瑶孆 vocal
曾佩仪→许盈 vocal
寺田春日 vocal
中博史 vocal
佟乐 vocal
大室佳奈 vocal
中务贵幸 vocal
伊波奈奈 vocal
苏至豪 vocal
仲里依纱 vocal
矢泽利枝香 vocal
苗村有香 vocal
招世亮 vocal
汤浅枫 vocal
藤村美绪 vocal
沈念如 vocal
广濑有香 vocal
木下纱华 vocal
丰永利行 vocal
/田中凉子 vocal
一色光 vocal
赤羽根健治 vocal
柴咲幸 vocal
小林裕介 vocal
贾志超 vocal
张博凡 vocal
孙晔富贵 vocal
刘钦沈达威 vocal
Cherami Leigh/笠原晶 vocal
大河元气 vocal
雨宫玖二子 vocal
